state,county,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Unemployment Count,Race: White,Race: African American,Race: Hispanic or Latino,"US Citizen, born in US","US Citizen, by naturalization"
 Louisiana,Pointe Coupee Parish,22158,42.9,44269,26663,3992,829,13504,7874,577,21652,166
 Louisiana,Rapides Parish,131546,37.3,44852,24478,24788,4164,83774,41846,4063,127070,1567
 Louisiana,Red River Parish,8618,38.7,33446,22626,1977,157,4938,3364,186,8488,14
 Louisiana,Richland Parish,20474,38.5,34422,20128,5658,389,12652,7286,439,20257,44
 Louisiana,Sabine Parish,24088,40.9,39465,22637,4610,928,16735,3931,933,23711,108
 Louisiana,St. Bernard Parish,45694,33.7,46011,21217,8912,2156,31838,10445,4575,43035,1016
 Louisiana,St. Charles Parish,52724,37.6,66620,31567,6015,1475,36775,13967,3162,50551,950
 Louisiana,St. Helena Parish,10411,38.9,39895,23224,2148,572,4583,5626,36,10350,26
 Louisiana,St. James Parish,21357,39.9,50661,25830,3531,622,10345,10622,343,21104,36
 Louisiana,St. John the Baptist Parish,43446,36.6,54821,25942,8122,1496,17206,24192,2554,41651,554
 Louisiana,St. Landry Parish,83449,36.3,33288,19647,23530,1996,46910,34320,1762,82219,268
 Louisiana,St. Martin Parish,53752,37.1,47974,24732,9381,1712,35555,15737,1579,52689,291
 Louisiana,St. Mary Parish,51734,39.1,40485,22364,9647,1981,31169,16158,3583,49344,541
 Louisiana,St. Tammany Parish,252093,40.1,67706,34201,27338,7294,209123,29803,13857,240367,4781
 Louisiana,Tangipahoa Parish,130504,35.1,46297,24004,27849,5228,87582,38593,5483,127200,1068
 Louisiana,Tensas Parish,4666,43.5,23870,14569,1858,266,2093,2543,121,4619,20
 Louisiana,Terrebonne Parish,112587,35.8,48866,24921,23833,3310,79613,21588,5765,108014,1583
 Louisiana,Union Parish,22475,41.7,43083,22979,4010,546,16026,5594,1047,21758,74
 Louisiana,Vermilion Parish,59867,37.4,50690,24546,10361,2128,48733,8841,2060,58319,582
 Louisiana,Vernon Parish,51007,30.1,47772,23763,8344,1698,38648,7437,4790,47301,1403
 Louisiana,Washington Parish,46457,39.5,34985,18971,11893,2052,31134,13987,1022,45673,208
 Louisiana,Webster Parish,39631,40.8,30358,18701,10170,902,25179,13568,739,39119,211
 Louisiana,West Baton Rouge Parish,25860,36.2,60908,28482,3929,790,15008,10320,786,25494,70
 Louisiana,West Carroll Parish,11180,39.8,36528,22922,2408,451,8992,1800,394,11087,52
 Louisiana,West Feliciana Parish,15377,40.6,55510,23565,1776,480,8243,6807,238,15074,52
 Louisiana,Winn Parish,14494,40.8,35398,20162,3003,243,9618,4583,292,14425,14
 Maryland,Allegany County,71977,41.7,44065,23280,10558,2685,63483,6051,1261,69992,655
 Maryland,Anne Arundel County,567696,38.4,97810,44979,33045,14221,416185,93526,42640,508944,25746
 Maryland,Baltimore city,614700,35.1,48840,29700,128829,27963,187152,383918,31503,558760,20043
 Maryland,Baltimore County,827625,39.3,74127,38580,74571,23050,508001,234809,43484,715108,55456
 Maryland,Calvert County,91082,40.8,104301,43504,4578,3165,73931,10730,3427,87193,1714
 Maryland,Caroline County,32875,40.2,54956,27866,4754,887,26432,4600,2304,31009,434
 Maryland,Carroll County,167522,42.4,93363,40667,8671,3197,153788,5631,5632,159341,3859
 Maryland,Cecil County,102517,40.4,72845,32976,9525,2983,90454,6869,4386,97506,2019
 Maryland,Charles County,157671,38.3,95924,39696,9423,3319,71681,70047,8757,144957,5750
 Maryland,Dorchester County,32261,44.5,52145,30135,5017,1307,21159,8845,1715,30590,445
 Maryland,Frederick County,248472,39.2,91999,41432,17341,6315,201553,23337,22855,218413,13600
 Maryland,Garrett County,29376,45.6,49619,27980,2788,570,28445,228,331,28864,226
 Maryland,Harford County,251025,40.8,85942,39365,18805,6558,198188,34080,11069,232591,9472
 Maryland,Howard County,315327,38.7,117730,52586,16829,6742,182836,58856,21200,242825,40333
 Maryland,Kent County,19593,47.5,56009,34910,2210,425,15939,2818,848,18606,216
 Maryland,Montgomery County,1040133,39,106287,52828,71153,28775,559927,189800,200307,683256,180983
 Maryland,Prince George's County,906202,36.8,81969,35869,78590,34528,162673,570494,162372,690228,87658
 Maryland,Queen Anne's County,49355,44.3,92167,42077,2691,765,44131,3346,1871,46784,1062
 Maryland,Somerset County,25737,36.6,42165,18924,3996,853,13600,10863,899,24063,881
 Maryland,St. Mary's County,111531,36.5,90438,39254,9026,2064,87631,16081,5521,104231,2973
 Maryland,Talbot County,37211,50.2,67204,47302,3508,615,30828,4110,2412,34575,945
 Maryland,Washington County,149811,40.5,59719,29802,17902,4691,123859,15803,7155,140864,4028
 Maryland,Wicomico County,102172,35.8,56608,27622,14944,4062,68527,26494,5198,92621,3286
 Maryland,Worcester County,51564,50.1,61145,35666,4742,1349,42778,6754,1765,48829,1212
 Michigan,Alcona County,10364,58.2,39735,25219,1631,331,10048,40,149,10169,92
 Michigan,Alger County,9194,49.4,46007,21773,946,218,7807,692,137,9078,34
 Michigan,Allegan County,115250,39.6,59883,28073,11781,1794,107953,1701,8392,110880,1538
 Michigan,Alpena County,28612,47.8,41991,25115,4033,800,27720,149,382,28062,187
 Michigan,Antrim County,23177,50.7,52589,30920,2748,553,22256,86,517,22659,213
 Michigan,Arenac County,15165,49.6,40769,23374,2714,607,14597,89,301,14940,134
 Michigan,Baraga County,8507,45,42444,20698,1165,189,6246,861,132,8355,76
 Michigan,Barry County,60057,42.6,61016,28783,5120,1543,57803,295,1714,58902,397
 Michigan,Bay County,104786,43.3,48005,26644,16577,3483,99253,1779,5503,102913,916
 Michigan,Benzie County,17552,49.6,56639,27866,1643,461,16836,67,435,17194,185
 Michigan,Berrien County,154807,41.9,49135,29311,24848,4856,121688,22829,8340,144643,3533
 Michigan,Branch County,43584,41.3,50536,24249,6357,894,40923,990,2019,41973,631
 Michigan,Calhoun County,134473,39.8,47426,25652,22073,4422,110011,14321,6885,128562,1845
 Michigan,Cass County,51460,45,53571,29923,6157,1700,45663,2549,1949,50307,449
 Michigan,Charlevoix County,26219,48.1,53207,32559,2776,572,24945,140,504,25580,229
 Michigan,Cheboygan County,25458,50.7,46161,25876,3730,936,23741,220,351,25016,246
 Michigan,Chippewa County,37834,39.7,44483,23310,6267,1550,26848,2505,702,36186,469
 Michigan,Clare County,30616,47.2,37369,21717,7078,1230,29477,186,592,30008,366
 Michigan,Clinton County,77896,40.6,67482,33568,7184,1559,73107,1360,3506,75082,1161
 Michigan,Crawford County,13836,50.5,47443,24884,2098,469,13291,84,265,13540,179
 Michigan,Delta County,36190,47,46490,26852,4728,884,33957,106,461,35573,293
 Michigan,Dickinson County,25570,46.4,48966,28020,3345,514,24584,157,381,25164,217
 Michigan,Eaton County,109155,41,62474,31982,11495,2947,94291,7225,5793,104435,1888
 Michigan,Emmet County,33039,45.3,54055,32455,3108,878,30478,229,532,32152,361
 Michigan,Genesee County,409361,40.3,47006,26386,80183,18467,306623,81213,13797,396967,6969
 Michigan,Gladwin County,25289,49.8,43290,24594,4547,658,24563,89,397,25013,196
 Michigan,Gogebic County,15414,48.8,38798,24325,2525,358,13942,701,207,15147,123
 Michigan,Grand Traverse County,91746,42.9,61485,33754,9033,2359,86964,982,2584,88627,1157
 Michigan,Gratiot County,41067,39.2,44991,22027,6449,1160,37353,2313,2454,40512,194
 Michigan,Hillsdale County,45830,42.2,48392,24749,7045,1023,44312,349,1034,45169,267
 Michigan,Houghton County,36360,32.7,42852,22866,7087,1063,33819,275,572,34466,484
 Michigan,Huron County,31543,49,46320,27130,4005,794,30648,124,741,30954,228
 Michigan,Ingham County,289564,31.8,50940,28366,54559,10802,215518,33020,22286,259648,10333
 Michigan,Ionia County,64176,38.7,54343,23956,7681,1576,59051,2940,3032,62868,519
 Michigan,Iosco County,25247,52.6,42102,25075,4064,821,24185,172,537,24538,267
 Michigan,Iron County,11212,54.1,38918,24876,1527,283,10776,57,221,10984,88
 Michigan,Isabella County,70775,27.7,44408,23164,17034,2785,62114,1868,2753,67990,893
 Michigan,Jackson County,158913,41.2,51431,26942,20924,4957,138852,12687,5523,155457,1348
 Michigan,Kalamazoo County,261573,34.2,54431,30555,40825,8364,212284,28440,12593,246697,5729
 Michigan,Kalkaska County,17463,44.5,46004,23687,2946,590,16726,161,337,17076,101
 Michigan,Kent County,643140,35.1,60351,31005,79362,16720,513126,62203,67179,583114,21208
 Michigan,Keweenaw County,2130,56.7,49779,31830,255,54,2076,33,12,2086,9
 Michigan,Lake County,11763,52.7,34631,19012,2718,493,10220,939,311,11545,86
 Michigan,Lapeer County,88202,43.9,58952,28309,8697,2681,84482,1092,4092,85421,948
 Michigan,Leelanau County,21639,53.7,63831,38074,1339,549,20075,93,938,20849,313
 Michigan,Lenawee County,98474,41.7,53972,26958,11411,2365,91413,2640,7784,95584,870
 Michigan,Livingston County,188482,43.2,80897,38399,10489,4243,181591,1114,4468,182010,3521
 Michigan,Luce County,6364,44.7,42255,20745,881,128,5066,485,198,6206,37
 Michigan,Mackinac County,10817,52,46507,28941,1704,499,8063,300,185,10482,94
 Michigan,Macomb County,868704,40.8,60466,31104,97303,25707,707875,99265,22212,767814,60888
 Michigan,Manistee County,24444,49.2,47172,25778,2973,728,22320,679,738,23889,200
 Michigan,Marquette County,66939,39,50771,26290,10259,1957,62426,1130,1001,65079,814
 Michigan,Mason County,28884,46.1,49663,28812,4299,814,27449,277,1314,28150,311
 Michigan,Mecosta County,43264,36.5,44460,23182,8582,1393,40305,1250,958,42323,279
 Michigan,Menominee County,23234,48.2,45508,27609,2918,498,21933,65,404,22909,136
 Michigan,Midland County,83389,41.7,59271,34497,8847,2450,77905,1168,2212,79616,1097
 Michigan,Missaukee County,15006,43.7,44766,22850,2309,420,14440,68,426,14707,103
 Michigan,Monroe County,149699,42.4,61514,30295,15747,3624,141260,3553,5261,145809,2017
 Michigan,Montcalm County,63209,40.7,47000,23018,9957,1443,59734,1390,2197,61999,448
 Michigan,Montmorency County,9261,55.7,42305,23930,1511,379,8958,32,118,9109,59
 Michigan,Muskegon County,173043,39.3,48329,24101,28384,5912,139770,23717,9655,168978,1571
 Michigan,Newaygo County,48142,42.5,46724,24005,8425,1278,44687,657,2792,46934,440
 Michigan,Oakland County,1250843,40.9,76387,42760,106773,32235,941026,171098,50057,1081817,82607
 Michigan,Oceana County,26417,42.7,46217,23018,4440,851,24991,287,3913,24750,255
 Michigan,Ogemaw County,20928,50.3,40150,22527,3455,675,20208,77,443,20565,150
 Michigan,Ontonagon County,5968,58.1,38906,23850,901,160,5732,33,87,5871,62
 Michigan,Osceola County,23232,43.8,42689,22142,4488,668,22347,256,418,22851,114
 Michigan,Oscoda County,8277,52.1,40255,23526,1422,391,8018,53,126,8165,58
 Michigan,Otsego County,24397,44.7,52645,26829,3603,649,23330,133,412,23865,357
 Michigan,Ottawa County,284034,35,67468,30558,23226,5944,253873,4237,27450,266107,8505
 Michigan,Presque Isle County,12797,54.7,46439,26503,1847,455,12353,71,168,12586,80
 Michigan,Roscommon County,23877,55.8,40302,23862,4271,970,23074,36,424,23356,267
 Michigan,Saginaw County,192778,40.8,46919,26625,32975,6705,144402,35973,16151,187324,2310
 Michigan,Sanilac County,41376,45.1,45277,24835,6382,1348,40015,242,1519,40354,406
 Michigan,Schoolcraft County,8069,51.6,40747,22931,1624,322,6996,41,81,7979,54
 Michigan,Shiawassee County,68493,42.4,54742,27398,7687,1673,66193,396,1995,67559,363
 Michigan,St. Clair County,159566,43.5,55240,29356,21003,5277,149216,3393,5281,154395,2589
 Michigan,St. Joseph County,60897,39.7,50117,25136,9347,1530,55466,1338,4710,58528,585
 Michigan,Tuscola County,53250,44.4,47694,24968,8015,1570,51297,629,1779,52650,230
 Michigan,Van Buren County,75272,41.6,52351,26771,11499,2247,64678,2496,8586,71353,1297
 Michigan,Washtenaw County,365961,33.4,69434,39486,49170,9320,269777,43099,16999,316326,20555
 Michigan,Wayne County,1761382,37.9,45321,25976,401149,83328,937396,685098,103202,1584332,87127
 Michigan,Wexford County,33111,41.8,44166,22760,5325,905,31773,237,631,32406,284
 Minnesota,Aitkin County,15834,55.1,45989,27646,2021,392,15011,89,214,15562,141
 Minnesota,Anoka County,347431,38.4,79923,35806,20963,7376,292678,20497,15330,314825,17882
 Minnesota,Becker County,33773,41.8,59278,29710,4090,613,29630,186,674,33119,228
 Minnesota,Beltrami County,46117,33.7,47410,24781,8054,1768,33707,524,1064,44964,351
 Minnesota,Benton County,39779,35.6,56357,28566,4927,872,36689,1322,903,37948,706
 Minnesota,Big Stone County,5016,48.9,51920,30489,557,56,4969,2,80,4919,35
 Minnesota,Blue Earth County,66322,30.7,55861,28824,11382,1562,60419,2299,2305,62843,1033
 Minnesota,Brown County,25211,42.1,57728,30373,1878,274,24139,186,1076,24565,242
 Minnesota,Carlton County,35540,40.7,60390,28117,4118,733,31723,629,625,34973,249
 Minnesota,Carver County,100416,37.5,97895,45637,3941,1216,92839,1719,4156,94801,2897
 Minnesota,Cass County,29022,48.9,50173,29053,4154,706,24519,125,621,28613,196
 Minnesota,Chippewa County,12010,41.6,54552,30168,1170,171,10915,82,825,11243,158
 Minnesota,Chisago County,54727,41,80409,33927,2979,1231,52149,699,1146,53566,492
 Minnesota,Clay County,62801,32.5,65000,29631,6828,923,57015,1949,2796,59879,1203
 Minnesota,Clearwater County,8812,42.7,46291,26173,1461,326,7576,34,181,8669,44
 Minnesota,Cook County,5311,52.3,52271,32703,683,74,4614,24,120,4973,104
 Minnesota,Cottonwood County,11372,42.6,53354,27209,1386,229,10209,85,844,10633,243
 Minnesota,Crow Wing County,63855,44.3,54508,30900,6622,880,61333,479,923,62714,601
 Minnesota,Dakota County,418201,37.8,83288,40441,26494,8665,345402,24762,29186,374735,22420
 Minnesota,Dodge County,20582,38.3,71669,32795,1127,296,19671,49,1031,20062,186
 Minnesota,Douglas County,37203,44.1,60676,34547,3041,600,36070,177,594,36659,293
 Minnesota,Faribault County,13896,46.1,52286,29748,1569,234,13539,25,928,13544,88
 Minnesota,Fillmore County,20888,42.4,59451,29440,2245,292,20442,102,322,20460,81
 Minnesota,Freeborn County,30526,44.2,52447,28459,3667,692,28440,408,2938,28832,473
 Minnesota,Goodhue County,46217,42.5,64765,33400,4483,918,43562,519,1543,44782,543
 Minnesota,Grant County,5938,45.2,55912,31940,610,123,5764,10,134,5858,17
 Minnesota,Hennepin County,1235478,36.4,74113,43976,133772,29922,897497,161230,85264,1048339,85559
 Minnesota,Houston County,18663,45.2,58729,31453,1404,203,18120,185,202,18416,102
 Minnesota,Hubbard County,20862,48.6,55472,29312,2256,350,19560,154,429,20433,127
 Minnesota,Isanti County,38974,39.8,72473,32008,2745,960,37154,190,751,37959,409
 Minnesota,Itasca County,45203,46.1,53022,28636,5856,1111,41967,228,638,44541,316
 Minnesota,Jackson County,10047,44.3,57010,33358,768,170,9499,13,348,9735,133
 Minnesota,Kanabec County,16004,44.8,53300,27331,1690,371,15412,56,248,15813,111
 Minnesota,Kandiyohi County,42658,39.1,59089,30217,4413,683,37786,2056,5077,38964,1116
 Minnesota,Kittson County,4337,47.3,57112,29946,443,59,4237,38,91,4204,73
 Minnesota,Koochiching County,12644,49.2,47129,29051,2029,421,11820,61,41,11596,434
 Minnesota,Lac qui Parle County,6773,50.4,52199,31686,566,79,6538,57,149,6578,81
 Minnesota,Lake County,10569,50.4,59516,33602,881,225,10213,78,162,10295,152
 Minnesota,Lake of the Woods County,3809,51.3,49068,26526,347,66,3546,1,64,3666,17
 Minnesota,Le Sueur County,27983,41.2,67451,32120,2431,542,26897,235,1643,27095,257
 Minnesota,Lincoln County,5707,45.8,52301,28504,573,71,5579,15,109,5655,31
 Minnesota,Lyon County,25839,35.5,55525,30531,3348,487,22470,899,1721,23869,656
 Minnesota,Mahnomen County,5506,35.9,44537,20953,1122,180,2599,28,229,5447,32
 Minnesota,Marshall County,9392,43.8,58723,29670,702,132,9121,36,415,9192,82
 Minnesota,Martin County,19964,45.3,53915,31091,2614,365,19208,64,851,19698,139
 Minnesota,McLeod County,35825,40.6,61275,31723,3138,513,34005,200,2163,34574,428
 Minnesota,Meeker County,23079,42.5,61856,31819,1721,317,22470,128,883,22588,138
 Minnesota,Mille Lacs County,25728,40.4,53888,26679,3042,772,23278,109,604,25224,266
 Minnesota,Morrison County,32949,42.1,54962,28792,3561,735,31874,176,547,32388,267
 Minnesota,Mower County,39602,39.1,53665,29116,4987,896,34984,1425,4471,35522,1086
 Minnesota,Murray County,8353,48.1,57500,31768,607,115,8066,49,320,8042,70
 Minnesota,Nicollet County,33783,36.3,65027,31225,3003,704,31260,1064,1503,32049,594
 Minnesota,Nobles County,21839,35.7,54149,25554,3061,568,17274,1020,5931,17330,1219
 Minnesota,Norman County,6559,44.2,55206,28351,661,104,6112,35,329,6420,41
 Minnesota,Olmsted County,153065,37.2,74880,39667,13490,3144,128902,9064,7402,135072,8061
 Minnesota,Otter Tail County,57992,46.7,57131,30846,5250,984,55217,802,1945,56243,707
 Minnesota,Pennington County,14184,39.8,59036,30625,1370,237,13275,174,507,13788,174
 Minnesota,Pine County,29129,44.5,49138,25302,3433,692,26637,660,836,28533,260
 Minnesota,Pipestone County,9185,42.2,52309,29716,1020,129,8512,129,604,8541,113
 Minnesota,Polk County,31591,38.7,57151,28856,3841,560,29058,618,2016,30325,507
 Minnesota,Pope County,10980,45.9,58132,32943,784,157,10624,41,149,10825,63
 Minnesota,Ramsey County,541493,34.9,62304,34049,77330,14429,361501,63724,40569,451956,44512
 Minnesota,Red Lake County,4008,42.5,56588,29731,389,68,3799,12,149,3957,26
 Minnesota,Redwood County,15331,43.1,53230,28011,1709,190,13538,119,510,14914,211
 Minnesota,Renville County,14721,44.3,57886,31585,1493,219,13254,70,1228,14328,98
 Minnesota,Rice County,65765,36.5,65758,29767,6169,1329,57204,3523,5222,60178,1489
 Minnesota,Rock County,9413,40.9,59890,30544,894,94,9054,107,282,9209,90
 Minnesota,Roseau County,15462,41.4,59644,28049,1481,223,14347,134,192,14769,366
 Minnesota,Scott County,143372,36.1,97744,39952,8218,2704,120909,5840,7275,129023,8011
 Minnesota,Sherburne County,93231,35.8,85818,34013,6450,1640,86420,2053,2369,89640,1786
 Minnesota,Sibley County,14912,41.6,62761,30977,1051,231,14301,127,1326,14075,235
 Minnesota,St. Louis County,200080,41.1,53344,30321,28922,5059,184602,2984,3284,194085,2431
 Minnesota,Stearns County,156819,34.3,60606,29815,19532,4164,139218,9087,5168,145409,3662
 Minnesota,Steele County,36676,38.9,62731,30822,3646,803,33297,1112,2806,34949,870
 Minnesota,Stevens County,9784,33.3,58363,31694,1486,122,9039,133,554,9191,182
 Minnesota,Swift County,9411,44,48577,30208,1223,140,8935,230,453,9107,39
 Minnesota,Todd County,24440,44,52872,25848,3214,346,23131,150,1399,23477,195
 Minnesota,Traverse County,3337,48.4,48784,30553,356,49,3078,22,91,3269,20
 Minnesota,Wabasha County,21500,45.2,65138,33664,1267,377,20687,124,613,20952,174
 Minnesota,Wadena County,13646,41.5,45860,24864,2023,315,13063,147,257,13419,77
 Minnesota,Waseca County,18809,40.2,55612,28067,1627,346,17540,382,1109,18076,347
 Minnesota,Washington County,253317,39.3,92376,43789,11666,4288,217742,11056,10248,234273,10966
 Minnesota,Watonwan County,10973,40.9,51097,27772,1376,152,9387,102,2693,9509,362
 Minnesota,Wilkin County,6343,44.4,54935,32066,576,46,5965,48,52,6293,32
 Minnesota,Winona County,50847,34.8,55529,28689,6818,1121,47580,681,1459,48843,620
 Minnesota,Wright County,132745,36.6,81881,34325,5850,2365,125561,1857,3807,128054,2025
 Minnesota,Yellow Medicine County,9868,42.3,56943,29379,1297,152,9097,62,448,9668,92
 Mississippi,Adams County,31547,41,29203,17851,9930,1161,12782,17855,1776,29122,360
 Mississippi,Alcorn County,37180,39.7,40180,21321,6231,1428,31589,4332,1181,36407,210
 Mississippi,Amite County,12468,46.5,31854,20380,2999,395,7156,5239,0,12375,33
 Mississippi,Attala County,18581,39.7,34756,20936,4218,778,10026,7921,386,18358,80
 Mississippi,Benton County,8253,40.4,35974,20363,1910,273,5058,2956,213,8116,57
 Mississippi,Bolivar County,32592,35.2,29912,17713,10723,1267,10803,20941,701,32034,140
 Mississippi,Calhoun County,14571,40.8,36440,19099,3577,416,9542,3962,858,14103,118
 Mississippi,Carroll County,10129,47,43060,22567,1477,377,6523,3503,29,10102,15
